period,timestamp,it_load_kw,cooling_demand_kw,cooling_energy_kwh,cooling_electrical_power_kw,cooling_electrical_energy_kwh,cop,facility_power_kw,facility_energy_kwh,it_energy_kwh,pue
baseline,2026-02-22 09:00:00,662.91,697.91,174.478,236.42,59.104,2.952,1014.16,253.54,165.728,1.5299
baseline,2026-02-22 09:15:00,722.52,757.52,189.38,327.3,81.825,2.3145,1167.33,291.834,180.63,1.6156
baseline,2026-02-22 09:30:00,739.8,774.8,193.7,295.83,73.959,2.619,1153.93,288.482,184.95,1.5598
baseline,2026-02-22 09:45:00,708.13,743.13,185.781,268.7,67.175,2.7656,1093.69,273.422,177.031,1.5445
baseline,2026-02-22 10:00:00,695.16,730.16,182.541,262.62,65.655,2.7803,1074.07,268.517,173.791,1.5451
baseline,2026-02-22 10:15:00,765.13,800.13,200.033,283.71,70.928,2.8202,1168.27,292.069,191.283,1.5269
baseline,2026-02-22 10:30:00,752.39,787.39,196.848,294.85,73.713,2.6705,1166.11,291.526,188.098,1.5499
baseline,2026-02-22 10:45:00,749.07,784.07,196.017,254.45,63.614,3.0814,1122.23,280.558,187.267,1.4982
baseline,2026-02-22 11:00:00,725.39,760.39,190.099,298.38,74.594,2.5485,1141.41,285.353,181.349,1.5735
baseline,2026-02-22 11:15:00,764.42,799.42,199.854,267.93,66.984,2.9836,1151.75,287.938,191.104,1.5067
baseline,2026-02-22 11:30:00,734.42,769.42,192.356,303.27,75.818,2.5371,1155.74,288.936,183.606,1.5737
baseline,2026-02-22 11:45:00,708.05,743.05,185.764,269.55,67.388,2.7566,1094.47,273.617,177.014,1.5457
baseline,2026-02-22 12:00:00,735.57,770.57,192.643,288.05,72.012,2.6751,1141.72,285.43,183.893,1.5522
baseline,2026-02-22 12:15:00,699.03,734.03,183.509,267.76,66.941,2.7414,1083.25,270.813,174.759,1.5496
baseline,2026-02-22 12:30:00,720.04,755.04,188.761,265.86,66.464,2.84,1103.3,275.825,180.011,1.5323
baseline,2026-02-22 12:45:00,732.54,767.54,191.886,277.79,69.447,2.7631,1128.29,282.074,183.136,1.5402
baseline,2026-02-22 13:00:00,772.43,807.43,201.857,290.64,72.659,2.7781,1182.82,295.706,193.107,1.5313
baseline,2026-02-22 13:15:00,763.85,798.85,199.714,298.55,74.636,2.6758,1181.77,295.443,190.964,1.5471
baseline,2026-02-22 13:30:00,771.15,806.15,201.538,293.44,73.361,2.7472,1184.3,296.074,192.788,1.5358
baseline,2026-02-22 13:45:00,781.99,816.99,204.246,310.22,77.554,2.6336,1212.39,303.098,195.496,1.5504
baseline,2026-02-22 14:00:00,765.8,800.8,200.2,292.71,73.178,2.7358,1177.97,294.493,191.45,1.5382
baseline,2026-02-22 14:15:00,751.59,786.59,196.647,294.75,73.686,2.6687,1165.16,291.289,187.897,1.5503
baseline,2026-02-22 14:30:00,770.81,805.81,201.451,284.86,71.216,2.8287,1175.35,293.839,192.701,1.5248
baseline,2026-02-22 14:45:00,783.03,818.03,204.507,297.15,74.288,2.7529,1200.41,300.103,195.757,1.533
baseline,2026-02-22 15:00:00,764.64,799.64,199.91,289.86,72.466,2.7587,1173.91,293.478,191.16,1.5352
baseline,2026-02-22 15:15:00,768.09,803.09,200.772,313.11,78.278,2.5649,1200.76,300.191,192.022,1.5633
baseline,2026-02-22 15:30:00,737.76,772.76,193.189,247.99,61.999,3.116,1103.95,275.988,184.439,1.4964
baseline,2026-02-22 15:45:00,746.75,781.75,195.438,295.09,73.774,2.6492,1160.45,290.113,186.688,1.554
baseline,2026-02-22 15:45:00,746.75,781.75,195.438,295.09,73.774,2.6492,1160.45,290.113,186.688,1.554
baseline,2026-02-22 16:00:00,714.4,749.4,187.351,260.99,65.248,2.8714,1092.54,273.136,178.601,1.5293
baseline,2026-02-22 16:15:00,781.91,816.91,204.227,291.9,72.975,2.7986,1194.0,298.499,195.477,1.527
baseline,2026-02-22 16:30:00,724.55,759.55,189.887,269.19,67.298,2.8216,1111.35,277.836,181.137,1.5338
baseline,2026-02-22 16:45:00,733.41,768.41,192.103,250.02,62.504,3.0734,1101.43,275.358,183.353,1.5018
baseline,2026-02-22 17:00:00,767.05,802.05,200.513,281.06,70.264,2.8537,1167.62,291.906,191.763,1.5222
baseline,2026-02-22 17:15:00,732.35,767.35,191.836,282.46,70.614,2.7167,1132.76,283.189,183.086,1.5468
baseline,2026-02-22 17:30:00,743.96,778.96,194.741,306.07,76.517,2.5451,1168.51,292.127,185.991,
baseline,2026-02-22 17:45:00,762.16,797.16,199.291,310.86,77.716,2.5644,1192.32,298.081,190.541,1.5644
baseline,2026-02-22 18:00:00,725.12,760.12,190.031,261.2,65.299,2.9101,1103.95,275.988,181.281,1.5224
baseline,2026-02-22 18:15:00,693.28,728.28,182.07,260.42,65.105,2.7966,1069.9,267.475,173.32,1.5432
baseline,2026-02-22 18:30:00,718.36,753.36,188.34,259.81,64.952,2.8997,1095.49,273.873,179.59,1.525
baseline,2026-02-22 18:45:00,680.36,715.36,178.841,239.83,59.957,2.9828,1035.81,258.951,170.091,1.5224
baseline,2026-02-22 19:00:00,730.11,765.11,191.277,235.88,58.971,3.2436,1083.85,270.962,182.527,1.4845
baseline,2026-02-22 19:15:00,749.43,784.43,196.108,280.99,70.247,2.7917,1149.14,287.286,187.358,1.5334
baseline,2026-02-22 19:30:00,716.41,751.41,187.852,274.43,68.609,2.738,1108.08,277.02,179.102,1.5467
baseline,2026-02-22 19:45:00,708.04,743.04,185.759,270.06,67.516,2.7514,1094.96,273.74,177.009,1.5465
baseline,2026-02-22 20:00:00,687.52,722.52,180.629,269.09,67.273,2.685,1072.54,268.136,171.879,1.56
baseline,2026-02-22 20:15:00,683.91,718.91,179.727,250.83,62.708,2.8661,1050.52,262.629,170.977,1.536
baseline,2026-02-22 20:30:00,671.82,706.82,176.705,252.49,63.122,2.7994,1039.54,259.885,167.955,1.5473
baseline,2026-02-22 20:45:00,709.19,744.19,186.048,246.61,61.651,3.0177,1072.71,268.178,177.298,1.5126
baseline,2026-02-22 21:00:00,698.28,733.28,183.32,271.1,67.776,2.7048,1085.81,271.451,174.57,1.555
baseline,2026-02-22 21:15:00,689.75,724.75,181.187,251.3,62.825,2.884,1057.09,264.272,172.437,1.5326
baseline,2026-02-22 21:30:00,664.78,699.78,174.946,220.64,55.159,3.1716,1000.34,250.084,166.196,1.5048
baseline,2026-02-22 21:45:00,708.0,743.0,185.75,269.04,67.26,2.7617,1093.9,273.474,177.0,1.5451
baseline,2026-02-22 22:00:00,674.56,709.56,177.39,261.11,65.278,2.7175,1051.02,262.756,168.64,1.5581
baseline,2026-02-22 22:15:00,660.03,695.03,173.757,229.0,57.249,3.0351,1003.73,250.931,165.007,1.5207
baseline,2026-02-22 22:30:00,673.65,708.65,177.162,244.31,61.076,2.9007,1033.27,258.317,168.412,1.5338
baseline,2026-02-22 22:45:00,624.52,659.52,164.879,254.82,63.706,2.5881,992.44,248.111,156.129,1.5891
baseline,2026-02-22 23:00:00,653.37,688.37,172.093,241.86,60.464,2.8462,1009.63,252.408,163.343,1.5453
baseline,2026-02-22 23:15:00,651.68,686.68,171.671,230.16,57.541,2.9835,996.17,249.043,162.921,1.5286
baseline,2026-02-22 23:30:00,690.78,725.78,181.444,268.39,67.098,2.7042,1075.25,268.813,172.694,1.5566
baseline,2026-02-22 23:45:00,645.51,680.51,170.128,250.79,62.698,2.7135,1010.35,252.588,161.378,1.5652
baseline,2026-02-23 00:00:00,679.81,714.81,178.703,261.68,65.421,2.7316,1057.09,264.273,169.953,1.555
baseline,2026-02-23 00:15:00,675.07,710.07,177.518,232.65,58.163,3.052,1023.1,255.776,168.768,1.5155
baseline,2026-02-23 00:30:00,635.68,,167.671,229.37,57.342,2.924,978.66,244.664,158.921,1.5395
baseline,2026-02-23 00:45:00,629.69,664.69,166.173,229.07,57.267,2.9017,972.1,243.024,157.423,1.5438
baseline,2026-02-23 01:00:00,683.89,718.89,179.724,268.35,67.088,2.6789,1068.02,267.005,170.974,
baseline,2026-02-23 01:15:00,630.19,665.19,166.298,228.67,57.169,2.9089,972.23,243.057,157.548,1.5427
baseline,2026-02-23 01:30:00,625.82,660.82,165.205,223.38,55.844,2.9583,962.36,240.59,156.455,1.5378
baseline,2026-02-23 01:45:00,646.71,681.71,170.429,245.48,61.37,2.777,1006.3,251.574,161.679,1.556
baseline,2026-02-23 02:00:00,660.19,695.19,173.798,246.17,61.542,2.8241,1021.07,255.267,165.048,1.5466
baseline,2026-02-23 02:15:00,613.05,648.05,162.011,235.04,58.759,2.7572,960.67,240.167,153.261,1.567
baseline,2026-02-23 02:30:00,630.01,665.01,166.252,214.82,53.705,3.0956,958.18,239.545,157.502,1.5209
baseline,2026-02-23 02:45:00,635.65,670.65,167.663,224.55,56.138,2.9866,973.81,243.452,158.913,1.532
baseline,2026-02-23 03:00:00,679.82,714.82,178.704,265.98,66.494,2.6875,1061.38,265.346,169.954,1.5613
baseline,2026-02-23 03:15:00,656.5,691.5,172.874,250.7,62.676,2.7582,1021.74,255.435,164.124,1.5564
baseline,2026-02-23 03:30:00,700.22,735.22,183.805,290.24,72.56,2.5331,1106.97,276.743,175.055,1.5809
baseline,2026-02-23 03:45:00,663.78,698.78,174.696,252.71,63.178,2.7651,1031.37,257.842,165.946,1.5538
baseline,2026-02-23 04:00:00,667.01,702.01,175.503,220.63,55.159,3.1818,1002.66,250.665,166.753,1.5032
baseline,2026-02-23 04:15:00,662.55,697.55,174.387,245.27,61.319,2.8439,1022.64,255.659,165.637,1.5435
baseline,2026-02-23 04:30:00,714.99,749.99,187.497,249.81,62.452,3.0023,1081.97,270.493,178.747,1.5133
baseline,2026-02-23 04:45:00,651.49,686.49,171.622,251.8,62.949,2.7263,1017.6,254.4,162.872,1.562
baseline,2026-02-23 05:00:00,662.07,697.07,174.267,253.76,63.441,2.7469,1030.63,257.656,165.517,1.5567
baseline,2026-02-23 05:15:00,686.01,721.01,180.253,258.23,64.558,2.7921,1060.12,265.029,171.503,1.5453
baseline,2026-02-23 05:30:00,622.16,657.16,164.291,242.04,60.509,2.7152,977.2,244.299,155.541,1.5706
baseline,2026-02-23 05:45:00,695.2,730.2,182.55,261.66,65.416,2.7906,1073.15,268.287,173.8,1.5437
baseline,2026-02-23 06:00:00,689.44,724.44,181.109,243.74,60.935,2.9722,1049.2,262.3,172.359,1.5218
baseline,2026-02-23 06:15:00,677.66,712.66,178.164,271.76,67.939,2.6224,1064.91,266.227,169.414,1.5715
baseline,2026-02-23 06:30:00,706.28,741.28,185.321,267.02,66.755,2.7761,1090.09,272.522,176.571,1.5434
baseline,2026-02-23 06:45:00,653.9,688.9,172.225,257.13,64.282,2.6792,1025.45,256.364,163.475,1.5682
baseline,2026-02-23 07:00:00,687.86,722.86,180.716,258.81,64.702,2.793,1062.63,265.657,171.966,1.5448
baseline,2026-02-23 07:15:00,665.93,700.93,175.232,264.91,66.227,2.6459,1045.8,261.451,166.482,1.5704
baseline,2026-02-23 07:30:00,676.87,711.87,177.968,258.22,64.554,2.7569,1050.55,262.638,169.218,1.5521
baseline,2026-02-23 07:45:00,694.25,729.25,182.313,224.58,56.146,3.2471,1035.08,258.77,173.563,1.4909
baseline,2026-02-23 08:00:00,686.48,721.48,180.37,282.99,70.747,2.5495,1085.36,271.339,171.62,1.581
baseline,2026-02-23 08:15:00,663.09,698.09,174.522,260.64,65.16,2.6784,1038.57,259.642,165.772,1.5663
baseline,2026-02-23 08:30:00,725.02,760.02,190.005,271.24,67.811,2.802,1113.89,278.472,181.255,1.5364
baseline,2026-02-23 08:45:00,707.73,742.73,185.682,253.49,63.372,2.9301,1078.06,269.516,176.932,1.5233
baseline,2026-02-23 09:00:00,679.85,714.85,178.712,252.07,63.019,2.8359,1047.52,261.879,169.962,1.5408
baseline,2026-02-23 09:15:00,713.7,748.7,187.176,278.52,69.629,2.6882,1109.34,277.334,178.426,1.5543
baseline,2026-02-23 09:30:00,713.12,748.12,187.029,268.28,67.07,2.7886,1098.49,274.622,178.279,1.5404
baseline,2026-02-23 09:45:00,708.81,743.81,185.953,268.73,67.184,2.7678,1094.44,273.611,177.203,1.5441
baseline,2026-02-23 10:00:00,701.66,736.66,184.166,254.58,63.646,2.8936,1072.82,268.206,175.416,1.529
baseline,2026-02-23 10:15:00,694.63,729.63,182.407,267.04,66.759,2.7323,1077.92,269.481,173.657,1.5518
baseline,2026-02-23 10:30:00,688.99,723.99,180.997,254.75,63.686,2.842,1059.74,264.934,172.247,1.5381
baseline,2026-02-23 10:45:00,,791.41,197.853,280.82,70.204,2.8182,1156.27,289.067,189.103,1.5286
baseline,2026-02-23 11:00:00,770.94,805.94,201.486,305.67,76.418,2.6366,1196.31,299.077,192.736,1.5517
baseline,2026-02-23 11:15:00,755.65,790.65,197.663,269.23,67.306,2.9368,1143.88,285.97,188.913,1.5138
baseline,2026-02-23 11:30:00,715.33,750.33,187.583,274.12,68.531,2.7372,1106.64,276.661,178.833,1.547
baseline,2026-02-23 11:45:00,727.64,762.64,190.661,280.67,70.167,2.7172,1126.05,281.513,181.911,1.5475
baseline,2026-02-23 12:00:00,742.32,777.32,194.33,304.85,76.213,2.5498,1165.57,291.394,185.58,1.5702
baseline,2026-02-23 12:15:00,751.36,786.36,196.591,317.93,79.481,2.4734,1188.1,297.025,187.841,1.5813
baseline,2026-02-23 12:30:00,741.95,776.95,194.237,275.25,68.813,2.8227,1135.59,283.897,185.487,1.5306
baseline,2026-02-23 12:45:00,786.46,821.46,205.366,347.03,86.758,2.3671,1253.88,313.471,196.616,1.5943
baseline,2026-02-23 13:00:00,752.75,787.75,196.938,263.27,65.816,2.9922,1134.89,283.723,188.188,1.5077
baseline,2026-02-23 13:15:00,764.74,799.74,199.936,299.33,74.833,2.6718,1183.49,295.872,191.186,1.5476
baseline,2026-02-23 13:30:00,765.13,800.13,200.033,289.04,72.26,2.7683,1173.6,293.401,191.283,1.5339
baseline,2026-02-23 13:45:00,777.21,812.21,203.052,273.99,68.498,2.9644,1171.18,292.794,194.302,1.5069
baseline,2026-02-23 14:00:00,748.89,783.89,195.973,311.14,,2.5194,1178.73,294.683,187.223,1.574
baseline,2026-02-23 14:15:00,725.35,760.35,190.087,290.32,72.579,2.619,1133.3,283.325,181.337,1.5624
baseline,2026-02-23 14:30:00,781.46,816.46,204.116,278.61,69.653,2.9305,1180.24,295.061,195.366,1.5103
baseline,2026-02-23 14:45:00,735.07,770.07,192.516,274.89,68.723,2.8014,1128.03,282.009,183.766,1.5346
baseline,2026-02-23 15:00:00,746.15,781.15,195.288,286.6,71.651,2.7255,1151.33,287.833,186.538,1.543
baseline,2026-02-23 15:15:00,776.8,811.8,202.949,272.11,68.026,2.9834,1168.86,292.214,194.199,1.5047
baseline,2026-02-23 15:30:00,732.51,767.51,191.876,305.93,76.483,2.5087,1156.4,289.101,183.126,1.5787
baseline,2026-02-23 15:45:00,757.25,792.25,198.063,288.68,72.169,2.7444,1165.0,291.251,189.313,1.5385
baseline,2026-02-23 16:00:00,775.93,810.93,202.733,311.76,77.939,2.6012,1207.61,301.902,193.983,1.5563
baseline,2026-02-23 16:15:00,743.92,778.92,194.729,286.98,71.746,2.7142,1149.38,287.344,185.979,1.545
baseline,2026-02-23 16:30:00,700.28,735.28,183.821,301.88,75.47,2.4357,1118.68,279.67,175.071,1.5975
baseline,2026-02-23 16:45:00,758.58,793.58,198.394,279.49,69.873,2.8393,1157.21,289.301,189.644,1.5255
baseline,2026-02-23 17:00:00,731.91,766.91,191.726,261.99,65.498,2.9272,1111.83,277.958,182.976,1.5191
baseline,2026-02-23 17:15:00,736.04,771.04,192.759,263.8,65.95,2.9228,1117.96,279.489,184.009,1.5189
baseline,2026-02-23 17:30:00,766.65,801.65,200.412,299.68,74.919,2.675,1185.82,296.456,191.662,1.5468
baseline,2026-02-23 17:45:00,691.16,726.16,181.54,266.69,66.673,2.7228,1073.96,268.489,172.79,1.5538
baseline,2026-02-23 18:00:00,701.39,736.39,184.097,262.03,65.507,2.8104,1079.98,269.995,175.347,1.5398
baseline,2026-02-23 18:15:00,701.86,736.86,184.215,252.25,63.064,2.9211,1070.7,267.675,175.465,1.5255
baseline,2026-02-23 18:30:00,736.41,771.41,192.854,295.27,73.818,2.6126,1149.82,287.456,184.104,1.5614
baseline,2026-02-23 18:45:00,725.4,,190.101,288.24,72.06,2.6381,1131.29,282.822,181.351,1.5595
baseline,2026-02-23 19:00:00,711.68,746.68,186.67,236.49,59.121,3.1574,1065.19,266.298,177.92,1.4967
baseline,2026-02-23 19:15:00,714.76,749.76,187.439,270.84,67.709,2.7683,1102.76,275.69,178.689,1.5428
baseline,2026-02-23 19:30:00,663.42,698.42,174.605,248.66,62.164,2.8088,1026.93,256.733,165.855,1.5479
baseline,2026-02-23 19:45:00,733.02,768.02,192.005,293.15,73.287,2.6199,1144.16,286.039,183.255,1.5609
baseline,2026-02-23 20:00:00,707.39,742.39,185.597,238.98,59.745,3.1065,1063.2,265.801,176.847,1.503
baseline,2026-02-23 20:15:00,670.89,705.89,176.471,267.09,66.771,2.6429,1053.16,263.29,167.721,1.5698
baseline,2026-02-23 20:30:00,702.85,737.85,184.463,249.61,,2.956,1069.09,267.271,175.713,1.5211
baseline,2026-02-23 20:45:00,658.1,693.1,173.274,237.07,59.266,2.9236,1009.78,252.445,164.524,1.5344
baseline,2026-02-23 20:45:00,658.1,693.1,173.274,237.07,59.266,2.9236,1009.78,252.445,164.524,1.5344
baseline,2026-02-23 21:00:00,656.73,691.73,172.932,252.05,63.012,2.7444,1023.33,255.832,164.182,1.5582
baseline,2026-02-23 21:15:00,686.09,721.09,180.272,271.84,67.96,2.6526,1073.8,268.451,171.522,1.5651
baseline,2026-02-23 21:30:00,662.02,697.02,174.255,249.83,62.458,2.79,1026.64,256.66,165.505,1.5508
baseline,2026-02-23 21:45:00,652.32,687.32,171.829,249.1,62.276,2.7592,1015.78,253.944,163.079,1.5572
baseline,2026-02-23 22:00:00,689.97,724.97,181.242,266.7,66.674,2.7183,1072.71,268.178,172.492,1.5547
baseline,2026-02-23 22:15:00,634.41,669.41,167.353,237.11,59.277,2.8232,985.07,246.267,158.603,1.5527
baseline,2026-02-23 22:30:00,645.6,680.6,170.151,244.89,61.223,2.7792,1004.55,251.137,161.401,1.556
baseline,2026-02-23 22:45:00,654.56,689.56,172.39,237.87,59.467,2.8989,1006.88,251.721,163.64,1.5383
baseline,2026-02-23 23:00:00,680.72,715.72,178.93,238.39,59.598,3.0023,1034.75,258.687,170.18,1.5201
baseline,2026-02-23 23:15:00,671.68,706.68,176.671,250.81,62.702,2.8176,1037.72,259.429,167.921,1.5449
baseline,2026-02-23 23:30:00,684.13,719.13,179.783,250.43,62.608,2.8716,1050.35,262.587,171.033,1.5353
baseline,2026-02-23 23:45:00,657.35,692.35,173.087,251.27,62.817,2.7554,1023.2,255.8,164.337,1.5566
baseline,2026-02-24 00:00:00,617.66,652.66,163.166,240.54,60.135,2.7133,971.0,242.749,154.416,1.5721
baseline,2026-02-24 00:15:00,705.38,740.38,185.095,283.11,70.778,2.6151,1105.24,276.309,176.345,1.5669
baseline,2026-02-24 00:30:00,679.35,714.35,178.587,260.44,65.109,2.7429,1055.35,263.838,169.837,1.5535
baseline,2026-02-24 00:45:00,620.01,655.01,163.753,232.28,58.069,2.82,965.19,241.298,155.003,1.5567
baseline,2026-02-24 01:00:00,628.55,663.55,165.888,256.96,64.24,2.5823,998.8,249.699,157.138,1.589
baseline,2026-02-24 01:15:00,667.32,702.32,175.58,264.25,66.062,2.6578,1046.6,261.649,166.83,1.5684
baseline,2026-02-24 01:30:00,649.3,684.3,171.074,230.29,57.574,2.9714,993.81,248.452,162.324,1.5306
baseline,2026-02-24 01:45:00,672.56,707.56,176.889,245.22,61.306,2.8854,1033.05,258.261,168.139,1.536
baseline,2026-02-24 02:00:00,637.08,672.08,168.021,216.91,54.228,3.0984,967.66,241.916,159.271,1.5189
baseline,2026-02-24 02:15:00,673.67,708.67,177.167,262.93,65.733,2.6953,1051.91,262.979,168.417,1.5615
baseline,2026-02-24 02:30:00,656.97,691.97,172.993,227.67,56.918,3.0393,999.21,249.802,164.243,1.5209
baseline,2026-02-24 02:45:00,,703.54,175.885,252.96,63.239,2.7813,1036.58,259.146,167.135,1.5505
baseline,2026-02-24 03:00:00,683.67,718.67,179.668,276.39,69.098,2.6002,1075.83,268.957,170.918,1.5736
baseline,2026-02-24 03:15:00,625.11,660.11,165.028,259.06,64.766,2.5481,997.31,249.326,156.278,1.5954
baseline,2026-02-24 03:30:00,673.18,708.18,177.044,251.62,62.906,2.8144,1040.09,260.024,168.294,1.5451
baseline,2026-02-24 03:45:00,645.05,680.05,170.013,233.84,58.459,2.9082,992.91,248.229,161.263,1.5393
baseline,2026-02-24 04:00:00,670.82,705.82,176.456,253.7,63.425,2.7821,1039.71,259.927,167.706,1.5499
baseline,2026-02-24 04:15:00,670.86,705.86,176.465,236.12,59.031,2.9894,1022.17,255.543,167.715,1.5237
baseline,2026-02-24 04:30:00,653.38,688.38,172.095,203.3,50.825,3.386,971.08,242.771,163.345,1.4862
baseline,2026-02-24 04:45:00,664.05,699.05,174.763,274.56,68.64,2.5461,1053.49,263.374,166.013,1.5865
baseline,2026-02-24 05:00:00,635.95,670.95,167.738,217.26,54.315,3.0882,966.83,241.708,158.988,1.5203
baseline,2026-02-24 05:15:00,668.0,703.0,175.75,258.97,64.743,2.7146,1042.04,260.509,167.0,1.5599
baseline,2026-02-24 05:30:00,703.92,738.92,184.73,261.22,65.304,2.8288,1081.81,270.454,175.98,1.5368
baseline,2026-02-24 05:45:00,682.49,717.49,179.372,289.17,72.292,2.4812,1087.37,271.842,170.622,1.5932
baseline,2026-02-24 06:00:00,639.64,674.64,168.661,239.19,59.797,2.8206,992.62,248.154,159.911,1.5518
baseline,2026-02-24 06:15:00,661.71,696.71,174.178,248.98,62.246,2.7982,1025.47,256.368,165.428,1.5497
baseline,2026-02-24 06:30:00,684.92,719.92,179.979,259.67,64.916,2.7725,1060.4,265.101,171.229,1.5482
baseline,2026-02-24 06:45:00,647.06,682.06,170.516,240.89,60.222,2.8315,1002.07,250.517,161.766,1.5486
baseline,2026-02-24 07:00:00,708.18,743.18,185.794,268.58,67.144,2.7671,1093.62,273.405,177.044,1.5443
baseline,2026-02-24 07:15:00,686.22,721.22,180.305,285.29,71.322,2.528,1087.38,271.846,171.555,1.5846
baseline,2026-02-24 07:30:00,673.82,708.82,177.206,249.05,62.263,2.8461,1038.2,259.55,168.456,1.5408
baseline,2026-02-24 07:45:00,698.76,733.76,183.439,259.6,64.899,2.8265,1074.8,268.7,174.689,1.5382
baseline,2026-02-24 08:00:00,751.96,786.96,196.74,322.73,80.682,2.4385,1193.53,298.381,187.99,1.5872
baseline,2026-02-24 08:15:00,714.57,749.57,187.393,284.83,71.207,2.6317,1116.55,279.139,178.643,1.5625
baseline,2026-02-24 08:30:00,733.02,768.02,192.004,305.97,76.492,2.5101,1156.97,289.243,183.254,1.5784
baseline,2026-02-24 08:45:00,691.51,726.51,181.627,254.96,63.739,2.8495,1062.58,265.646,172.877,1.5366
baseline,2026-02-24 09:00:00,717.71,752.71,188.177,267.11,66.778,2.818,1102.12,275.529,179.427,1.5356
baseline,2026-02-24 09:15:00,713.18,748.18,187.046,269.52,67.379,2.776,1099.79,274.949,178.296,1.5421
baseline,2026-02-24 09:30:00,709.77,744.77,186.192,248.87,62.217,2.9926,1075.58,268.894,177.442,1.5154
baseline,2026-02-24 09:45:00,699.9,734.9,183.724,246.76,61.691,2.9781,1063.16,265.789,174.974,1.519
baseline,2026-02-24 10:00:00,745.88,780.88,195.22,259.4,64.85,3.0104,1123.84,280.961,186.47,1.5067
baseline,2026-02-24 10:15:00,733.33,768.33,192.084,268.71,67.177,2.8594,1120.04,280.01,183.334,1.5273
baseline,2026-02-24 10:30:00,726.06,761.06,190.264,265.47,,2.8669,1109.2,277.299,181.514,1.5277
baseline,2026-02-24 10:45:00,732.82,767.82,191.954,285.36,71.339,2.6907,1136.15,284.037,183.204,1.5504
baseline,2026-02-24 11:00:00,774.8,809.8,202.449,279.39,69.848,2.8984,1174.05,293.513,193.699,1.5153
baseline,2026-02-24 11:15:00,711.22,746.22,186.556,260.69,65.173,2.8625,1088.92,272.23,177.806,1.5311
baseline,2026-02-24 11:30:00,732.97,767.97,191.991,263.64,65.911,2.9129,1114.59,278.648,183.241,1.5207
baseline,2026-02-24 11:45:00,738.27,773.27,193.317,267.14,66.786,2.8946,1123.64,280.909,184.567,1.522
baseline,2026-02-24 12:00:00,767.09,802.09,200.522,296.89,74.224,2.7016,1183.5,295.876,191.772,1.5428
baseline,2026-02-24 12:15:00,760.46,795.46,198.865,301.61,75.402,2.6374,1181.29,295.322,190.115,1.5534
baseline,2026-02-24 12:30:00,,781.64,195.409,285.98,71.496,2.7332,1151.22,287.804,186.659,1.5419
baseline,2026-02-24 12:45:00,746.44,781.44,195.361,265.1,66.274,2.9478,1130.13,282.532,186.611,1.514
